,_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away
1780,10.0,Mon,2016-10-31,20:45,La Coruña,1–1,Valencia,23492.0,Estadio Municipal de Riazor,José González,,
1782,11.0,Fri,2016-11-04,20:45,Málaga,3–2,Sporting Gijón,20316.0,Estadio La Rosaleda,Jesús Gil,,
1783,11.0,Sat,2016-11-05,13:00,Granada,1–1,La Coruña,13157.0,Estadio Nuevo Los Cármenes,Alberto Undiano,,
1784,11.0,Sat,2016-11-05,16:15,Real Sociedad,2–0,Atlético Madrid,24048.0,Estadio Municipal de Anoeta,Alfonso Álvarez,,
1785,11.0,Sat,2016-11-05,18:30,Osasuna,0–1,Alavés,15853.0,Estadio El Sadar,Daniel Ocón,,
1786,11.0,Sat,2016-11-05,19:45,Las Palmas,1–0,Eibar,19381.0,Estadio de Gran Canaria,Carlos del Cerro,,
1787,11.0,Sun,2016-11-06,12:00,Real Madrid,3–0,Leganés,74269.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,,
1788,11.0,Sun,2016-11-06,16:15,Espanyol,0–0,Athletic Club,22835.0,RCDE Stadium,Daniel Trujillo,,
1789,11.0,Sun,2016-11-06,16:15,Celta Vigo,2–1,Valencia,18251.0,Estadio de Balaídos,Carlos Clos,,
1790,11.0,Sun,2016-11-06,18:30,Villarreal,2–0,Betis,18826.0,Estadio de la Cerámica,Iñaki Bikandi,,
1791,11.0,Sun,2016-11-06,20:45,Sevilla,1–2,Barcelona,40812.0,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,,
1793,12.0,Fri,2016-11-18,20:45,Betis,2–0,Las Palmas,34114.0,Estadio Benito Villamarín,José González,,
1794,12.0,Sat,2016-11-19,13:00,La Coruña,2–3,Sevilla,21096.0,Estadio Municipal de Riazor,Antonio Matéu Lahoz,,
1795,12.0,Sat,2016-11-19,16:15,Barcelona,0–0,Málaga,83439.0,Camp Nou,Ricardo de Burgos,,
1796,12.0,Sat,2016-11-19,18:30,Eibar,1–0,Celta Vigo,5503.0,Estadio Municipal de Ipurúa,José Luis Munuera,,
1797,12.0,Sat,2016-11-19,20:45,Atlético Madrid,0–3,Real Madrid,53741.0,Estadio Vicente Calderón,David Fernández,,
1798,12.0,Sun,2016-11-20,12:00,Alavés,0–1,Espanyol,19550.0,Estadio de Mendizorroza,Mario Melero,,
1799,12.0,Sun,2016-11-20,16:15,Valencia,1–1,Granada,34884.0,Estadio de Mestalla,Alejandro Hernández,,
1800,12.0,Sun,2016-11-20,18:30,Sporting Gijón,1–3,Real Sociedad,23439.0,Estadio Municipal El Molinón,Juan Martínez,,
1801,12.0,Sun,2016-11-20,20:45,Athletic Club,1–0,Villarreal,38245.0,San Mamés,José Sánchez,,
1802,12.0,Mon,2016-11-21,20:45,Leganés,2–0,Osasuna,8827.0,Estadio Municipal de Butarque,Ignacio Iglesias,,
1804,13.0,Fri,2016-11-25,20:45,Eibar,3–1,Betis,5150.0,Estadio Municipal de Ipurúa,Daniel Ocón,,
1805,13.0,Sat,2016-11-26,13:00,Málaga,4–3,La Coruña,12679.0,Estadio La Rosaleda,Iñaki Bikandi,,
1806,13.0,Sat,2016-11-26,16:15,Real Madrid,2–1,Sporting Gijón,67118.0,Estadio Santiago Bernabéu,Alejandro Hernández,,
1807,13.0,Sat,2016-11-26,18:30,Espanyol,3–0,Leganés,17137.0,RCDE Stadium,Juan Martínez,,
1808,13.0,Sat,2016-11-26,20:45,Sevilla,2–1,Valencia,31901.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,,
1809,13.0,Sun,2016-11-27,12:00,Villarreal,0–2,Alavés,15629.0,Estadio de la Cerámica,Alberto Undiano,,
1810,13.0,Sun,2016-11-27,16:15,Osasuna,0–3,Atlético Madrid,16385.0,Estadio El Sadar,Antonio Matéu Lahoz,,
1811,13.0,Sun,2016-11-27,18:30,Celta Vigo,3–1,Granada,17000.0,Estadio de Balaídos,Daniel Trujillo,,
1812,13.0,Sun,2016-11-27,20:45,Real Sociedad,1–1,Barcelona,27756.0,Estadio Municipal de Anoeta,Jesús Gil,,
1813,13.0,Mon,2016-11-28,19:45,Las Palmas,3–1,Athletic Club,20717.0,Estadio de Gran Canaria,Alfonso Álvarez,,
1815,14.0,Sat,2016-12-03,13:00,Granada,2–1,Sevilla,15832.0,Estadio Nuevo Los Cármenes,José González,,
1816,14.0,Sat,2016-12-03,16:15,Barcelona,1–1,Real Madrid,98485.0,Camp Nou,Carlos Clos,,
1817,14.0,Sat,2016-12-03,18:30,Leganés,0–0,Villarreal,8526.0,Estadio Municipal de Butarque,Mario Melero,,
1818,14.0,Sat,2016-12-03,20:45,Atlético Madrid,0–0,Espanyol,39707.0,Estadio Vicente Calderón,Santiago Jaime,,
1819,14.0,Sun,2016-12-04,12:00,Betis,3–3,Celta Vigo,27241.0,Estadio Benito Villamarín,José Sánchez,,
1820,14.0,Sun,2016-12-04,16:15,Athletic Club,3–1,Eibar,42831.0,San Mamés,Javier Estrada,,
1821,14.0,Sun,2016-12-04,18:30,Sporting Gijón,3–1,Osasuna,25800.0,Estadio Municipal El Molinón,Ricardo de Burgos,,
1822,14.0,Sun,2016-12-04,18:30,Alavés,1–1,Las Palmas,18724.0,Estadio de Mendizorroza,David Fernández,,
1823,14.0,Sun,2016-12-04,20:45,Valencia,2–2,Málaga,23121.0,Estadio de Mestalla,Ignacio Iglesias,,
1824,14.0,Mon,2016-12-05,20:45,La Coruña,5–1,Real Sociedad,20548.0,Estadio Municipal de Riazor,José Luis Munuera,,
1826,15.0,Fri,2016-12-09,20:45,Málaga,1–1,Granada,20299.0,Estadio La Rosaleda,Alfonso Álvarez,,
1827,15.0,Sat,2016-12-10,13:00,Osasuna,0–3,Barcelona,17349.0,Estadio El Sadar,Juan Martínez,,
1828,15.0,Sat,2016-12-10,16:15,Real Sociedad,3–2,Valencia,22817.0,Estadio Municipal de Anoeta,Javier Estrada,,
1829,15.0,Sat,2016-12-10,17:30,Las Palmas,1–1,Leganés,19131.0,Estadio de Gran Canaria,Jesús Gil,,
1830,15.0,Sat,2016-12-10,20:45,Real Madrid,3–2,La Coruña,67174.0,Estadio Santiago Bernabéu,Santiago Jaime,,
1831,15.0,Sun,2016-12-11,12:00,Eibar,0–0,Alavés,5666.0,Estadio Municipal de Ipurúa,Daniel Trujillo,,
1832,15.0,Sun,2016-12-11,16:15,Celta Vigo,0–3,Sevilla,19350.0,Estadio de Balaídos,Alberto Undiano,,
1833,15.0,Sun,2016-12-11,18:30,Espanyol,2–1,Sporting Gijón,19353.0,RCDE Stadium,Carlos del Cerro,,
1834,15.0,Sun,2016-12-11,20:45,Betis,1–0,Athletic Club,34481.0,Estadio Benito Villamarín,Antonio Matéu Lahoz,,
1835,15.0,Mon,2016-12-12,20:45,Villarreal,3–0,Atlético Madrid,19370.0,Estadio de la Cerámica,Alejandro Hernández,,
1837,16.0,Fri,2016-12-16,20:45,Alavés,1–0,Betis,18067.0,Estadio de Mendizorroza,Ignacio Iglesias,,
1838,16.0,Sat,2016-12-17,13:00,Sporting Gijón,1–3,Villarreal,19900.0,Estadio Municipal El Molinón,Iñaki Bikandi,,
1839,16.0,Sat,2016-12-17,16:15,Atlético Madrid,1–0,Las Palmas,39453.0,Estadio Vicente Calderón,Mario Melero,,
1840,16.0,Sat,2016-12-17,18:30,Granada,0–2,Real Sociedad,12746.0,Estadio Nuevo Los Cármenes,Daniel Ocón,,
1841,16.0,Sat,2016-12-17,20:45,Sevilla,4–1,Málaga,30324.0,Estadio Ramón Sánchez Pizjuán,Carlos Clos,,
1842,16.0,Sun,2016-12-18,16:15,Leganés,1–1,Eibar,9231.0,Estadio Municipal de Butarque,José González,,
1843,16.0,Sun,2016-12-18,18:30,La Coruña,2–0,Osasuna,22863.0,Estadio Municipal de Riazor,José Sánchez,,
1844,16.0,Sun,2016-12-18,20:45,Barcelona,4–1,Espanyol,79370.0,Camp Nou,Antonio Matéu Lahoz,,
1845,16.0,Mon,2016-12-19,20:45,Athletic Club,2–1,Celta Vigo,35808.0,San Mamés,Juan Martínez,,
1847,17.0,Fri,2017-01-06,20:45,Espanyol,1–1,La Coruña,16347.0,RCDE Stadium,Ricardo de Burgos,,
1848,17.0,Sat,2017-01-07,13:00,Real Madrid,5–0,Granada,71184.0,Estadio Santiago Bernabéu,Iñaki Bikandi,,
1849,17.0,Sat,2017-01-07,16:15,Eibar,0–2,Atlético Madrid,5810.0,Estadio Municipal de Ipurúa,Jesús Gil,,
1850,17.0,Sat,2017-01-07,17:30,Las Palmas,1–0,Sporting Gijón,21710.0,Estadio de Gran Canaria,José Luis Munuera,,
1851,17.0,Sat,2017-01-07,20:45,Real Sociedad,0–4,Sevilla,22374.0,Estadio Municipal de Anoeta,Juan Martínez,,
1852,17.0,Sun,2017-01-08,12:00,Athletic Club,0–0,Alavés,42182.0,San Mamés,Carlos del Cerro,,
1853,17.0,Sun,2017-01-08,16:15,Betis,2–0,Leganés,36328.0,Estadio Benito Villamarín,Javier Estrada,,
1854,17.0,Sun,2017-01-08,18:30,Celta Vigo,3–1,Málaga,17890.0,Estadio de Balaídos,José González,,
1855,17.0,Sun,2017-01-08,20:45,Villarreal,1–1,Barcelona,22893.0,Estadio de la Cerámica,Ignacio Iglesias,,
1856,17.0,Mon,2017-01-09,20:45,Osasuna,3–3,Valencia,12160.0,Estadio El Sadar,Alfonso Álvarez,,
1858,18.0,Sat,2017-01-14,13:00,Leganés,0–0,Athletic Club,10922.0,Estadio Municipal de Butarque,Santiago Jaime,,
1859,18.0,Sat,2017-01-14,16:15,Barcelona,5–0,Las Palmas,81480.0,Camp Nou,Alberto Undiano,,
1860,18.0,Sat,2017-01-14,18:30,Atlético Madrid,1–0,Betis,46043.0,Estadio Vicente Calderón,Carlos Clos,,
1861,18.0,Sat,2017-01-14,20:45,La Coruña,0–0,Villarreal,19807.0,Estadio Municipal de Riazor,Daniel Ocón,,
1862,18.0,Sun,2017-01-15,12:00,Valencia,2–1,Espanyol,33932.0,Estadio de Mestalla,José Sánchez,,
1863,18.0,Sun,2017-01-15,16:15,Celta Vigo,1–0,Alavés,15723.0,Estadio de Balaídos,Mario Melero,,
1864,18.0,Sun,2017-01-15,18:30,Sporting Gijón,2–3,Eibar,20050.0,Estadio Municipal El Molinón,David Fernández,,
1865,18.0,Sun,2017-01-15,18:30,Granada,1–1,Osasuna,14328.0,Estadio Nuevo Los Cármenes,Daniel Trujillo,,
1866,18.0,Sun,2017-01-15,20:45,Sevilla,2–1,Real Madrid,40386.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,,
1867,18.0,Mon,2017-01-16,20:45,Málaga,0–2,Real Sociedad,18057.0,Estadio La Rosaleda,Antonio Matéu Lahoz,,
1869,19.0,Fri,2017-01-20,19:45,Las Palmas,1–1,La Coruña,18051.0,Estadio de Gran Canaria,David Fernández,,
1870,19.0,Sat,2017-01-21,13:00,Espanyol,3–1,Granada,15184.0,RCDE Stadium,Carlos Clos,,
1871,19.0,Sat,2017-01-21,16:15,Real Madrid,2–1,Málaga,72687.0,Estadio Santiago Bernabéu,Jesús Gil,,
1872,19.0,Sat,2017-01-21,18:30,Alavés,2–2,Leganés,19126.0,Estadio de Mendizorroza,José Luis Munuera,,
1873,19.0,Sat,2017-01-21,20:45,Villarreal,0–2,Valencia,17615.0,Estadio de la Cerámica,José González,,
1874,19.0,Sun,2017-01-22,12:00,Osasuna,3–4,Sevilla,15211.0,Estadio El Sadar,Javier Estrada,,
1875,19.0,Sun,2017-01-22,16:15,Athletic Club,2–2,Atlético Madrid,44263.0,San Mamés,Ignacio Iglesias,,
1876,19.0,Sun,2017-01-22,18:30,Betis,0–0,Sporting Gijón,35097.0,Estadio Benito Villamarín,Alberto Undiano,,
1877,19.0,Sun,2017-01-22,18:30,Real Sociedad,1–0,Celta Vigo,19845.0,Estadio Municipal de Anoeta,Carlos del Cerro,,
1878,19.0,Sun,2017-01-22,20:45,Eibar,0–4,Barcelona,6340.0,Estadio Municipal de Ipurúa,José Sánchez,,
1880,20.0,Fri,2017-01-27,20:45,Osasuna,1–1,Málaga,14262.0,Estadio El Sadar,Ricardo de Burgos,,
1881,20.0,Sat,2017-01-28,13:00,Villarreal,2–0,Granada,15152.0,Estadio de la Cerámica,Alfonso Álvarez,,
1882,20.0,Sat,2017-01-28,16:15,Alavés,0–0,Atlético Madrid,19152.0,Estadio de Mendizorroza,Daniel Ocón,,
1883,20.0,Sat,2017-01-28,18:30,Eibar,3–1,La Coruña,5617.0,Estadio Municipal de Ipurúa,Juan Martínez,,
1884,20.0,Sat,2017-01-28,20:45,Leganés,0–2,Celta Vigo,10123.0,Estadio Municipal de Butarque,Daniel Trujillo,,
1885,20.0,Sun,2017-01-29,12:00,Betis,1–1,Barcelona,43790.0,Estadio Benito Villamarín,Alejandro Hernández,,
1886,20.0,Sun,2017-01-29,16:15,Espanyol,3–1,Sevilla,22974.0,RCDE Stadium,Iñaki Bikandi,,
1887,20.0,Sun,2017-01-29,18:30,Athletic Club,2–1,Sporting Gijón,41657.0,San Mamés,Carlos Clos,,
1888,20.0,Sun,2017-01-29,20:45,Real Madrid,3–0,Real Sociedad,66693.0,Estadio Santiago Bernabéu,Mario Melero,,
1889,20.0,Mon,2017-01-30,19:45,Las Palmas,3–1,Valencia,20427.0,Estadio de Gran Canaria,Santiago Jaime,,
1891,21.0,Sat,2017-02-04,13:00,Málaga,0–1,Espanyol,21546.0,Estadio La Rosaleda,Daniel Ocón,,
1892,21.0,Sat,2017-02-04,16:15,Barcelona,3–0,Athletic Club,83884.0,Camp Nou,José González,,
1893,21.0,Sat,2017-02-04,18:30,Atlético Madrid,2–0,Leganés,37421.0,Estadio Vicente Calderón,José Sánchez,,
1894,21.0,Sat,2017-02-04,20:45,Valencia,0–4,Eibar,32571.0,Estadio de Mestalla,José Luis Munuera,,
1895,21.0,Sun,2017-02-05,12:00,Sevilla,0–0,Villarreal,33401.0,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,,
1896,21.0,Sun,2017-02-05,16:15,Sporting Gijón,2–4,Alavés,21752.0,Estadio Municipal El Molinón,Jesús Gil,,
1897,21.0,Sun,2017-02-05,18:30,Real Sociedad,3–2,Osasuna,21893.0,Estadio Municipal de Anoeta,Santiago Jaime,,
1898,21.0,Mon,2017-02-06,20:45,Granada,1–0,Las Palmas,13997.0,Estadio Nuevo Los Cármenes,Carlos del Cerro,,
1900,22.0,Fri,2017-02-10,20:45,Espanyol,1–2,Real Sociedad,17849.0,RCDE Stadium,David Fernández,,
1901,22.0,Sat,2017-02-11,13:00,Betis,0–0,Valencia,30567.0,Estadio Benito Villamarín,Daniel Trujillo,,
1902,22.0,Sat,2017-02-11,16:15,Alavés,0–6,Barcelona,19840.0,Estadio de Mendizorroza,Carlos Clos,,
1903,22.0,Sat,2017-02-11,18:30,Athletic Club,2–1,La Coruña,41469.0,San Mamés,Mario Melero,,
1904,22.0,Sat,2017-02-11,20:45,Osasuna,1–3,Real Madrid,17770.0,Estadio El Sadar,Ignacio Iglesias,,
1905,22.0,Sun,2017-02-12,12:00,Villarreal,1–1,Málaga,17120.0,Estadio de la Cerámica,Iñaki Bikandi,,
1906,22.0,Sun,2017-02-12,16:15,Leganés,0–2,Sporting Gijón,9124.0,Estadio Municipal de Butarque,Javier Estrada,,
1907,22.0,Sun,2017-02-12,17:30,Las Palmas,0–1,Sevilla,27843.0,Estadio de Gran Canaria,Ricardo de Burgos,,
1908,22.0,Sun,2017-02-12,20:45,Atlético Madrid,3–2,Celta Vigo,30323.0,Estadio Vicente Calderón,Alejandro Hernández,,
1909,22.0,Mon,2017-02-13,20:45,Eibar,4–0,Granada,4875.0,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,,
1911,23.0,Fri,2017-02-17,20:45,Granada,4–1,Betis,15927.0,Estadio Nuevo Los Cármenes,Daniel Ocón,,
1912,23.0,Sat,2017-02-18,13:00,Sporting Gijón,1–4,Atlético Madrid,24480.0,Estadio Municipal El Molinón,José González,,
1913,23.0,Sat,2017-02-18,16:15,Real Madrid,2–0,Espanyol,75606.0,Estadio Santiago Bernabéu,Alberto Undiano,,
1914,23.0,Sat,2017-02-18,18:30,La Coruña,0–1,Alavés,19663.0,Estadio Municipal de Riazor,Santiago Jaime,,
1915,23.0,Sat,2017-02-18,20:45,Sevilla,2–0,Eibar,33816.0,Estadio Ramón Sánchez Pizjuán,Alfonso Álvarez,,
1916,23.0,Sun,2017-02-19,12:00,Real Sociedad,0–1,Villarreal,21691.0,Estadio Municipal de Anoeta,Alejandro Hernández,,
1917,23.0,Sun,2017-02-19,16:15,Valencia,2–0,Athletic Club,36317.0,Estadio de Mestalla,David Fernández,,
1918,23.0,Sun,2017-02-19,18:30,Celta Vigo,3–0,Osasuna,15556.0,Estadio de Balaídos,Iñaki Bikandi,,
1919,23.0,Sun,2017-02-19,20:45,Barcelona,2–1,Leganés,63378.0,Camp Nou,Ignacio Iglesias,,
1920,23.0,Mon,2017-02-20,20:45,Málaga,2–1,Las Palmas,20345.0,Estadio La Rosaleda,José Sánchez,,
1922,16.0,Wed,2017-02-22,18:45,Valencia,2–1,Real Madrid,45833.0,Estadio de Mestalla,Ricardo de Burgos,,
1924,24.0,Fri,2017-02-24,19:45,Las Palmas,0–1,Real Sociedad,19085.0,Estadio de Gran Canaria,Juan Martínez,,
1925,24.0,Sat,2017-02-25,13:00,Alavés,2–1,Valencia,19118.0,Estadio de Mendizorroza,Mario Melero,,
1926,24.0,Sat,2017-02-25,16:15,Betis,1–2,Sevilla,41263.0,Estadio Benito Villamarín,Carlos del Cerro,,
1927,24.0,Sat,2017-02-25,18:30,Leganés,4–0,La Coruña,10076.0,Estadio Municipal de Butarque,José Luis Munuera,,
1928,24.0,Sat,2017-02-25,20:45,Eibar,3–0,Málaga,4953.0,Estadio Municipal de Ipurúa,Javier Estrada,,
1929,24.0,Sun,2017-02-26,12:00,Espanyol,3–0,Osasuna,18766.0,RCDE Stadium,Carlos Clos,,
1930,24.0,Sun,2017-02-26,16:15,Atlético Madrid,1–2,Barcelona,52573.0,Estadio Vicente Calderón,Antonio Matéu Lahoz,,
1931,24.0,Sun,2017-02-26,18:30,Athletic Club,3–1,Granada,37430.0,San Mamés,Daniel Trujillo,,
1932,24.0,Sun,2017-02-26,18:30,Sporting Gijón,1–1,Celta Vigo,24616.0,Estadio Municipal El Molinón,Ricardo de Burgos,,
1933,24.0,Sun,2017-02-26,20:45,Villarreal,2–3,Real Madrid,21415.0,Estadio de la Cerámica,Jesús Gil,,
1935,25.0,Tue,2017-02-28,19:30,Real Sociedad,2–2,Eibar,20335.0,Estadio Municipal de Anoeta,Alberto Undiano,,
1936,25.0,Tue,2017-02-28,21:30,Valencia,1–0,Leganés,26711.0,Estadio de Mestalla,Iñaki Bikandi,,
1937,25.0,Tue,2017-02-28,21:30,Málaga,1–2,Betis,24285.0,Estadio La Rosaleda,Alejandro Hernández,,
1938,25.0,Wed,2017-03-01,19:30,Barcelona,6–1,Sporting Gijón,56605.0,Camp Nou,José Sánchez,,
1939,25.0,Wed,2017-03-01,19:30,Osasuna,1–4,Villarreal,13409.0,Estadio El Sadar,José González,,
1940,25.0,Wed,2017-03-01,21:30,Granada,2–1,Alavés,14038.0,Estadio Nuevo Los Cármenes,Ignacio Iglesias,,
1941,25.0,Wed,2017-03-01,21:30,Real Madrid,3–3,Las Palmas,63789.0,Estadio Santiago Bernabéu,David Fernández,,
1942,25.0,Wed,2017-03-01,21:30,Celta Vigo,2–2,Espanyol,11526.0,Estadio de Balaídos,Santiago Jaime,,
1943,25.0,Thu,2017-03-02,20:45,La Coruña,1–1,Atlético Madrid,19992.0,Estadio Municipal de Riazor,Carlos Clos,,
1944,25.0,Thu,2017-03-02,21:30,Sevilla,1–0,Athletic Club,34012.0,Estadio Ramón Sánchez Pizjuán,Daniel Ocón,,
1946,26.0,Fri,2017-03-03,20:45,Betis,2–3,Real Sociedad,29612.0,Estadio Benito Villamarín,Ignacio Iglesias,,
1947,26.0,Sat,2017-03-04,13:00,Leganés,1–0,Granada,9472.0,Estadio Municipal de Butarque,Juan Martínez,,
1948,26.0,Sat,2017-03-04,16:15,Eibar,1–4,Real Madrid,6740.0,Estadio Municipal de Ipurúa,José González,,
1949,26.0,Sat,2017-03-04,18:30,Villarreal,2–0,Espanyol,17315.0,Estadio de la Cerámica,Ricardo de Burgos,,
1950,26.0,Sat,2017-03-04,20:45,Barcelona,5–0,Celta Vigo,77117.0,Camp Nou,Jesús Gil,,
1951,26.0,Sun,2017-03-05,12:00,Sporting Gijón,0–1,La Coruña,24307.0,Estadio Municipal El Molinón,Antonio Matéu Lahoz,,
1952,26.0,Sun,2017-03-05,16:15,Atlético Madrid,3–0,Valencia,46473.0,Estadio Vicente Calderón,Javier Estrada,,
1953,26.0,Sun,2017-03-05,17:30,Las Palmas,5–2,Osasuna,19911.0,Estadio de Gran Canaria,Carlos del Cerro,,
1954,26.0,Sun,2017-03-05,20:45,Athletic Club,1–0,Málaga,33438.0,San Mamés,Alfonso Álvarez,,
1955,26.0,Mon,2017-03-06,20:45,Alavés,1–1,Sevilla,18479.0,Estadio de Mendizorroza,Daniel Trujillo,,
1957,21.0,Wed,2017-03-08,18:45,La Coruña,1–1,Betis,21450.0,Estadio Municipal de Riazor,Alfonso Álvarez,,
1959,27.0,Fri,2017-03-10,20:45,Espanyol,4–3,Las Palmas,17669.0,RCDE Stadium,José Luis Munuera,,
1960,27.0,Sat,2017-03-11,13:00,Valencia,1–1,Sporting Gijón,28785.0,Estadio de Mestalla,Alfonso Álvarez,,
1961,27.0,Sat,2017-03-11,16:15,Sevilla,1–1,Leganés,31738.0,Estadio Ramón Sánchez Pizjuán,José González,,
1962,27.0,Sat,2017-03-11,18:30,Málaga,1–2,Alavés,23716.0,Estadio La Rosaleda,Alberto Undiano,,
1963,27.0,Sat,2017-03-11,20:45,Granada,0–1,Atlético Madrid,18887.0,Estadio Nuevo Los Cármenes,Alejandro Hernández,,
1964,27.0,Sun,2017-03-12,12:00,Real Sociedad,0–2,Athletic Club,25652.0,Estadio Municipal de Anoeta,José Sánchez,,
1965,27.0,Sun,2017-03-12,16:15,La Coruña,2–1,Barcelona,28474.0,Estadio Municipal de Riazor,David Fernández,,
1966,27.0,Sun,2017-03-12,18:30,Celta Vigo,0–1,Villarreal,16651.0,Estadio de Balaídos,Mario Melero,,
1967,27.0,Sun,2017-03-12,20:45,Real Madrid,2–1,Betis,73103.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,,
1968,27.0,Mon,2017-03-13,20:45,Osasuna,1–1,Eibar,11262.0,Estadio El Sadar,Santiago Jaime,,
1970,28.0,Fri,2017-03-17,19:45,Las Palmas,1–0,Villarreal,18717.0,Estadio de Gran Canaria,Iñaki Bikandi,,
1971,28.0,Sat,2017-03-18,13:00,Eibar,1–1,Espanyol,5340.0,Estadio Municipal de Ipurúa,David Fernández,,
1972,28.0,Sat,2017-03-18,16:15,Athletic Club,1–2,Real Madrid,49095.0,San Mamés,Santiago Jaime,,
1973,28.0,Sat,2017-03-18,18:30,Alavés,1–0,Real Sociedad,19840.0,Estadio de Mendizorroza,Carlos del Cerro,,
1974,28.0,Sat,2017-03-18,20:45,Betis,2–0,Osasuna,32375.0,Estadio Benito Villamarín,Alfonso Álvarez,,
1975,28.0,Sun,2017-03-19,12:00,Leganés,0–0,Málaga,10127.0,Estadio Municipal de Butarque,Antonio Matéu Lahoz,,
1976,28.0,Sun,2017-03-19,16:15,Atlético Madrid,3–1,Sevilla,49831.0,Estadio Vicente Calderón,Jesús Gil,,
1977,28.0,Sun,2017-03-19,18:30,Sporting Gijón,3–1,Granada,25070.0,Estadio Municipal El Molinón,Javier Estrada,,
1978,28.0,Sun,2017-03-19,18:30,La Coruña,0–1,Celta Vigo,30760.0,Estadio Municipal de Riazor,Juan Martínez,,
1979,28.0,Sun,2017-03-19,20:45,Barcelona,4–2,Valencia,78675.0,Camp Nou,Alejandro Hernández,,
1981,29.0,Fri,2017-03-31,20:45,Espanyol,2–1,Betis,21138.0,RCDE Stadium,José González,,
1982,29.0,Sat,2017-04-01,13:00,Villarreal,2–3,Eibar,15832.0,Estadio de la Cerámica,Daniel Ocón,,
1983,29.0,Sat,2017-04-01,16:15,Osasuna,1–2,Athletic Club,15694.0,Estadio El Sadar,José Munuera,,
1984,29.0,Sat,2017-04-01,18:30,Real Sociedad,1–1,Leganés,18891.0,Estadio Municipal de Anoeta,Mario Melero,,
1985,29.0,Sat,2017-04-01,20:45,Málaga,0–2,Atlético Madrid,26912.0,Estadio La Rosaleda,Daniel Trujillo,,
1986,29.0,Sun,2017-04-02,12:00,Sevilla,0–0,Sporting Gijón,31315.0,Estadio Ramón Sánchez Pizjuán,Iñaki Bikandi,,
1987,29.0,Sun,2017-04-02,16:15,Real Madrid,3–0,Alavés,76875.0,Estadio Santiago Bernabéu,José Sánchez,,
1988,29.0,Sun,2017-04-02,18:30,Valencia,3–0,La Coruña,34638.0,Estadio de Mestalla,Ricardo de Burgos,,
1989,29.0,Sun,2017-04-02,20:45,Granada,1–4,Barcelona,18676.0,Estadio Nuevo Los Cármenes,Santiago Jaime,,
1990,29.0,Mon,2017-04-03,20:45,Celta Vigo,3–1,Las Palmas,14212.0,Estadio de Balaídos,Carlos Clos,,
1992,30.0,Tue,2017-04-04,19:30,Athletic Club,2–0,Espanyol,38262.0,San Mamés,Juan Martínez,,
1993,30.0,Tue,2017-04-04,21:30,Betis,0–1,Villarreal,25477.0,Estadio Benito Villamarín,Jesús Gil,,
1994,30.0,Tue,2017-04-04,21:30,Atlético Madrid,1–0,Real Sociedad,43132.0,Estadio Vicente Calderón,Alberto Undiano,,
1995,30.0,Wed,2017-04-05,19:30,Barcelona,3–0,Sevilla,85511.0,Camp Nou,Carlos Clos,,
1996,30.0,Wed,2017-04-05,20:30,Alavés,0–1,Osasuna,18344.0,Estadio de Mendizorroza,Javier Estrada,,
1997,30.0,Wed,2017-04-05,20:30,La Coruña,0–0,Granada,19143.0,Estadio Municipal de Riazor,Carlos del Cerro,,
1998,30.0,Wed,2017-04-05,20:30,Sporting Gijón,0–1,Málaga,24503.0,Estadio Municipal El Molinón,José Sánchez,,
1999,30.0,Wed,2017-04-05,21:30,Leganés,2–4,Real Madrid,10922.0,Estadio Municipal de Butarque,Alfonso Álvarez,,
2000,30.0,Thu,2017-04-06,19:30,Eibar,3–1,Las Palmas,5201.0,Estadio Municipal de Ipurúa,Ignacio Iglesias,,
2001,30.0,Thu,2017-04-06,21:30,Valencia,3–2,Celta Vigo,29212.0,Estadio de Mestalla,David Fernández,,
2003,31.0,Fri,2017-04-07,20:45,Villarreal,3–1,Athletic Club,18403.0,Estadio de la Cerámica,Daniel Trujillo,,
2004,31.0,Sat,2017-04-08,13:00,Espanyol,1–0,Alavés,17521.0,RCDE Stadium,Mario Melero,,
2005,31.0,Sat,2017-04-08,16:15,Real Madrid,1–1,Atlético Madrid,80000.0,Estadio Santiago Bernabéu,Ricardo de Burgos,,
2006,31.0,Sat,2017-04-08,18:30,Sevilla,4–2,La Coruña,33022.0,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,,
2007,31.0,Sat,2017-04-08,20:45,Málaga,2–0,Barcelona,28314.0,Estadio La Rosaleda,Jesús Gil,,
2008,31.0,Sun,2017-04-09,12:00,Granada,1–3,Valencia,15087.0,Estadio Nuevo Los Cármenes,Iñaki Bikandi,,
2009,31.0,Sun,2017-04-09,16:15,Celta Vigo,0–2,Eibar,15741.0,Estadio de Balaídos,José Munuera,,
2010,31.0,Sun,2017-04-09,18:30,Osasuna,2–1,Leganés,14421.0,Estadio El Sadar,Daniel Ocón,,
