_date_,_time_,comp,round,_day_,home,away,homegoal,xg_home,homeshots,homeshots_on_target,home_distance,home_freekicks,home_penkicks,home_penkicksattempt,awaygoal,xg_away,awayshots,awayshots_on_target,away_distance,away_freekicks,away_penkicks,away_penkicksattempt
2017-12-21,19:30:00,La Liga,Matchweek 17,Thu,Eibar,Girona,4,2.0,16,6,16.1,1,0,0,1,0.3,6,1,20.3,2,0,0
2017-12-21,21:30:00,La Liga,Matchweek 17,Thu,Alavés,Málaga,1,1.7,13,5,17.9,1,0,0,0,0.3,10,3,24.6,1,0,0
2017-12-22,19:30:00,La Liga,Matchweek 17,Fri,Betis,Athletic Club,0,1.0,16,5,24.0,2,0,0,2,2.5,18,4,15.2,1,1,1
2017-12-22,21:30:00,La Liga,Matchweek 17,Fri,Espanyol,Atlético Madrid,1,0.9,8,4,19.9,0,0,0,0,0.5,10,1,17.3,0,0,0
2017-12-23,18:30:00,La Liga,Matchweek 17,Sat,La Coruña,Celta Vigo,1,1.3,15,4,14.2,0,0,0,3,1.3,7,3,19.7,2,0,0
2017-12-23,16:15:00,La Liga,Matchweek 17,Sat,Valencia,Villarreal,0,1.5,23,3,15.5,2,0,0,1,1.0,9,3,21.4,1,0,0
2017-12-23,13:00:00,La Liga,Matchweek 17,Sat,Real Madrid,Barcelona,0,1.0,13,5,15.7,0,0,0,3,2.5,17,10,15.7,1,1,1
2018-01-06,17:30:00,La Liga,Matchweek 18,Sat,Las Palmas,Eibar,1,1.0,3,1,32.0,1,1,1,2,1.1,13,4,12.5,1,0,0
2018-01-06,16:15:00,La Liga,Matchweek 18,Sat,Valencia,Girona,2,1.9,17,6,18.6,0,1,1,1,0.9,12,6,15.6,2,0,0
2018-01-06,13:00:00,La Liga,Matchweek 18,Sat,Atlético Madrid,Getafe,2,1.4,10,4,18.1,2,0,0,0,0.6,10,5,23.8,1,0,0
2018-01-06,20:45:00,La Liga,Matchweek 18,Sat,Sevilla,Betis,3,1.4,14,3,10.2,0,0,0,5,1.4,9,5,14.5,0,0,0
2018-01-07,16:15:00,La Liga,Matchweek 18,Sun,Barcelona,Levante,3,2.4,16,8,15.5,3,0,0,0,0.8,9,2,18.4,0,0,0
2018-01-07,12:00:00,La Liga,Matchweek 18,Sun,Leganés,Real Sociedad,1,1.4,8,4,14.0,0,0,0,0,0.6,9,5,22.4,0,0,0
2018-01-07,20:45:00,La Liga,Matchweek 18,Sun,Celta Vigo,Real Madrid,2,1.8,9,4,16.4,0,0,1,2,1.4,19,8,18.3,0,0,0
2018-01-07,18:30:00,La Liga,Matchweek 18,Sun,Athletic Club,Alavés,2,1.8,12,8,15.2,0,1,1,0,0.2,8,1,27.9,1,0,0
2018-01-07,18:30:00,La Liga,Matchweek 18,Sun,Villarreal,La Coruña,1,1.4,11,5,18.0,1,0,0,1,1.0,13,3,17.3,2,0,0
2018-01-08,21:00:00,La Liga,Matchweek 18,Mon,Málaga,Espanyol,0,1.3,17,2,18.4,1,0,0,1,0.4,6,3,23.1,1,0,0
2018-01-12,21:00:00,La Liga,Matchweek 19,Fri,Getafe,Málaga,1,0.7,7,3,19.5,0,0,0,0,0.5,9,2,17.4,0,0,0
2018-01-13,13:00:00,La Liga,Matchweek 19,Sat,Girona,Las Palmas,6,3.6,12,7,14.7,0,1,1,0,0.2,4,2,18.5,1,0,0
2018-01-13,16:15:00,La Liga,Matchweek 19,Sat,Real Madrid,Villarreal,0,2.1,28,8,17.3,1,0,0,1,1.0,10,4,18.0,0,0,0
2018-01-13,18:30:00,La Liga,Matchweek 19,Sat,Eibar,Atlético Madrid,0,0.9,11,3,14.1,0,0,0,1,1.1,6,3,13.6,0,0,0
2018-01-13,20:45:00,La Liga,Matchweek 19,Sat,La Coruña,Valencia,1,1.7,12,2,13.8,0,0,0,2,0.6,12,5,20.6,1,0,0
2018-01-14,12:00:00,La Liga,Matchweek 19,Sun,Levante,Celta Vigo,0,1.4,16,5,14.9,1,0,0,1,0.2,3,2,26.0,0,0,0
2018-01-14,18:30:00,La Liga,Matchweek 19,Sun,Espanyol,Athletic Club,1,1.4,14,3,17.8,1,0,0,1,0.7,8,4,15.0,1,0,0
2018-01-14,20:45:00,La Liga,Matchweek 19,Sun,Real Sociedad,Barcelona,2,0.8,13,6,17.6,0,0,0,4,1.3,11,5,19.4,3,0,0
2018-01-14,16:15:00,La Liga,Matchweek 19,Sun,Alavés,Sevilla,1,0.4,11,4,20.2,0,0,0,0,0.6,14,3,21.2,1,0,0
2018-01-15,21:00:00,La Liga,Matchweek 19,Mon,Betis,Leganés,3,2.1,14,8,17.7,0,1,1,2,1.9,11,6,13.4,0,0,0
2018-01-19,21:00:00,La Liga,Matchweek 20,Fri,Getafe,Athletic Club,2,3.4,15,4,19.9,1,1,2,2,1.2,6,5,18.6,0,1,1
2018-01-20,19:45:00,La Liga,Matchweek 20,Sat,Las Palmas,Valencia,2,2.6,20,5,19.6,3,1,1,1,1.8,14,7,16.0,1,0,0
2018-01-20,16:15:00,La Liga,Matchweek 20,Sat,Atlético Madrid,Girona,1,1.3,10,4,16.7,1,0,0,1,0.6,7,3,16.5,2,0,0
2018-01-20,13:00:00,La Liga,Matchweek 20,Sat,Espanyol,Sevilla,0,1.4,10,0,15.7,0,0,0,3,1.3,12,7,18.5,1,0,0
2018-01-20,18:30:00,La Liga,Matchweek 20,Sat,Villarreal,Levante,2,2.9,17,4,18.8,1,1,1,1,1.3,15,2,22.2,0,1,1
2018-01-21,16:15:00,La Liga,Matchweek 20,Sun,Real Madrid,La Coruña,7,3.2,25,13,11.1,0,0,0,1,1.8,6,3,10.1,0,0,0
2018-01-21,20:45:00,La Liga,Matchweek 20,Sun,Betis,Barcelona,0,0.4,7,2,16.5,0,0,0,5,2.4,14,9,16.2,0,0,0
2018-01-21,12:00:00,La Liga,Matchweek 20,Sun,Alavés,Leganés,2,2.5,14,6,17.1,1,0,0,2,1.4,9,3,14.6,0,1,1
2018-01-21,18:30:00,La Liga,Matchweek 20,Sun,Real Sociedad,Celta Vigo,1,1.8,18,2,20.0,1,0,1,2,1.7,9,2,21.1,1,1,1
2018-01-22,21:00:00,La Liga,Matchweek 20,Mon,Eibar,Málaga,1,1.7,15,4,17.0,0,0,0,1,1.3,10,4,17.0,0,0,0
2018-01-26,21:00:00,La Liga,Matchweek 21,Fri,Athletic Club,Eibar,1,1.3,7,1,10.8,0,0,0,1,1.0,15,2,18.8,0,0,0
2018-01-27,18:30:00,La Liga,Matchweek 21,Sat,Málaga,Girona,0,0.5,8,1,14.9,0,0,0,0,0.6,10,1,23.9,1,0,0
2018-01-27,13:00:00,La Liga,Matchweek 21,Sat,La Coruña,Levante,2,1.0,8,2,14.5,0,0,0,2,0.8,16,4,18.8,1,0,0
2018-01-27,20:45:00,La Liga,Matchweek 21,Sat,Villarreal,Real Sociedad,4,1.3,11,7,16.1,1,0,0,2,1.2,23,6,16.8,0,0,0
2018-01-27,16:15:00,La Liga,Matchweek 21,Sat,Valencia,Real Madrid,1,1.7,13,5,15.8,0,0,0,4,2.9,12,5,19.1,1,2,2
2018-01-28,20:45:00,La Liga,Matchweek 21,Sun,Barcelona,Alavés,2,1.8,18,12,17.3,4,0,0,1,0.6,7,4,18.3,0,0,0
2018-01-28,18:30:00,La Liga,Matchweek 21,Sun,Sevilla,Getafe,1,1.7,15,1,16.1,1,0,0,1,0.6,7,2,16.5,0,0,0
2018-01-28,16:15:00,La Liga,Matchweek 21,Sun,Atlético Madrid,Las Palmas,3,2.4,19,7,17.1,1,0,0,0,0.4,9,2,23.5,1,0,0
2018-01-28,12:00:00,La Liga,Matchweek 21,Sun,Leganés,Espanyol,3,0.6,13,5,23.0,0,0,0,2,1.5,15,3,14.5,0,0,0
2018-01-29,21:00:00,La Liga,Matchweek 21,Mon,Celta Vigo,Betis,3,1.9,12,5,13.6,0,0,0,2,1.4,6,2,20.2,0,1,1
2018-02-02,21:00:00,La Liga,Matchweek 22,Fri,Real Sociedad,La Coruña,5,2.9,19,8,15.3,1,0,0,0,0.3,4,1,14.4,0,0,0
2018-02-03,16:15:00,La Liga,Matchweek 22,Sat,Betis,Villarreal,2,0.8,13,4,22.7,3,0,0,1,1.6,14,2,22.4,0,1,1
2018-02-03,20:45:00,La Liga,Matchweek 22,Sat,Levante,Real Madrid,2,1.1,11,4,15.7,0,0,0,2,2.0,22,9,16.7,2,0,0
2018-02-03,18:30:00,La Liga,Matchweek 22,Sat,Alavés,Celta Vigo,2,0.7,9,3,13.2,0,0,0,1,1.5,15,4,16.8,1,0,0
2018-02-03,13:00:00,La Liga,Matchweek 22,Sat,Eibar,Sevilla,5,1.7,18,7,16.2,3,0,0,1,1.5,10,2,15.9,0,1,1
2018-02-04,16:15:00,La Liga,Matchweek 22,Sun,Espanyol,Barcelona,1,0.6,7,2,16.5,0,0,0,1,0.7,11,3,15.2,1,0,0
2018-02-04,20:45:00,La Liga,Matchweek 22,Sun,Atlético Madrid,Valencia,1,0.5,13,5,21.5,0,0,0,0,0.6,9,0,18.0,1,0,0
2018-02-04,18:30:00,La Liga,Matchweek 22,Sun,Girona,Athletic Club,2,1.9,8,2,13.1,1,1,1,0,0.5,10,0,17.6,0,0,0
2018-02-04,12:00:00,La Liga,Matchweek 22,Sun,Getafe,Leganés,0,1.0,12,1,16.6,1,0,0,0,0.1,2,1,7.0,0,0,0
2018-02-05,20:00:00,La Liga,Matchweek 22,Mon,Las Palmas,Málaga,1,0.3,10,4,25.4,1,0,0,0,0.5,8,3,21.5,0,0,0
2018-02-09,21:00:00,La Liga,Matchweek 23,Fri,Athletic Club,Las Palmas,0,0.9,15,5,16.6,1,0,0,0,0.4,7,2,27.7,0,0,0
2018-02-10,18:30:00,La Liga,Matchweek 23,Sat,Leganés,Eibar,0,0.2,2,0,18.3,0,0,0,1,1.0,20,7,14.3,0,0,0
2018-02-10,13:00:00,La Liga,Matchweek 23,Sat,Villarreal,Alavés,1,2.0,29,8,17.4,0,0,0,2,0.9,7,4,12.5,0,0,0
2018-02-10,16:15:00,La Liga,Matchweek 23,Sat,Málaga,Atlético Madrid,0,0.3,14,3,20.5,1,0,0,1,0.5,5,1,17.3,0,0,0
2018-02-10,20:45:00,La Liga,Matchweek 23,Sat,Real Madrid,Real Sociedad,5,4.0,19,8,11.5,0,0,0,2,1.0,9,4,14.1,1,0,0
2018-02-11,12:00:00,La Liga,Matchweek 23,Sun,Sevilla,Girona,1,1.8,12,3,17.9,0,0,0,0,1.4,14,4,21.9,1,0,1
2018-02-11,20:45:00,La Liga,Matchweek 23,Sun,Valencia,Levante,3,3.3,18,7,16.6,1,1,1,1,0.2,5,1,19.2,0,0,0
2018-02-11,16:15:00,La Liga,Matchweek 23,Sun,Barcelona,Getafe,0,1.0,12,6,19.1,2,0,0,0,0.4,10,2,24.0,2,0,0
2018-02-11,18:30:00,La Liga,Matchweek 23,Sun,Celta Vigo,Espanyol,2,1.9,17,6,12.8,1,0,0,2,0.4,3,2,17.7,0,0,0
2018-02-12,21:00:00,La Liga,Matchweek 23,Mon,La Coruña,Betis,0,1.4,15,2,15.4,1,0,0,1,0.9,11,5,21.3,1,0,0
2018-02-16,21:00:00,La Liga,Matchweek 24,Fri,Girona,Leganés,3,1.4,9,4,17.1,0,1,1,0,0.7,11,6,22.8,1,0,0
2018-02-17,12:00:00,La Liga,Matchweek 24,Sat,Las Palmas,Sevilla,1,1.3,10,2,22.6,2,1,1,2,3.1,12,5,8.5,0,0,0
2018-02-17,16:15:00,La Liga,Matchweek 24,Sat,Eibar,Barcelona,0,0.6,13,3,18.1,0,0,0,2,2.4,10,6,13.0,0,0,0
2018-02-17,20:45:00,La Liga,Matchweek 24,Sat,Málaga,Valencia,1,0.9,10,4,10.6,0,0,0,2,1.4,9,2,19.7,1,1,1
2018-02-17,18:30:00,La Liga,Matchweek 24,Sat,Alavés,La Coruña,1,1.1,15,3,16.6,1,0,0,0,0.6,8,0,16.4,0,0,0
2018-02-18,16:15:00,La Liga,Matchweek 24,Sun,Atlético Madrid,Athletic Club,2,1.2,14,4,14.8,0,0,0,0,0.2,5,0,15.3,0,0,0
2018-02-18,20:45:00,La Liga,Matchweek 24,Sun,Betis,Real Madrid,3,1.4,19,5,20.1,2,0,0,5,1.6,12,9,11.2,0,0,0
2018-02-18,12:00:00,La Liga,Matchweek 24,Sun,Real Sociedad,Levante,3,1.5,11,2,18.8,0,1,1,0,0.7,9,1,17.6,0,0,0
2018-02-18,18:30:00,La Liga,Matchweek 24,Sun,Espanyol,Villarreal,1,1.2,16,3,15.9,2,0,0,1,1.2,8,2,17.2,0,0,0
2018-02-19,21:00:00,La Liga,Matchweek 24,Mon,Getafe,Celta Vigo,3,1.4,9,5,15.8,1,0,0,0,0.2,3,1,24.7,0,0,0
2018-02-21,18:45:00,La Liga,Matchweek 16,Wed,Leganés,Real Madrid,1,1.5,8,3,11.2,0,0,0,3,1.6,11,6,20.7,0,1,1
2018-02-23,21:00:00,La Liga,Matchweek 25,Fri,La Coruña,Espanyol,0,1.9,18,3,20.8,0,0,1,0,0.5,9,1,22.2,0,0,0
2018-02-24,13:00:00,La Liga,Matchweek 25,Sat,Celta Vigo,Eibar,2,0.9,7,3,16.9,0,0,0,0,1.3,15,2,15.2,0,0,0
2018-02-24,18:30:00,La Liga,Matchweek 25,Sat,Leganés,Las Palmas,0,1.4,13,2,13.9,0,0,0,0,0.6,6,1,18.4,1,0,0
2018-02-24,16:15:00,La Liga,Matchweek 25,Sat,Real Madrid,Alavés,4,2.9,25,9,17.3,0,1,1,0,0.9,12,5,17.8,1,0,0
2018-02-24,20:45:00,La Liga,Matchweek 25,Sat,Barcelona,Girona,6,3.0,21,12,16.0,3,0,0,1,1.0,11,6,18.7,0,0,0
2018-02-25,18:30:00,La Liga,Matchweek 25,Sun,Valencia,Real Sociedad,2,1.5,7,4,13.2,1,0,0,1,1.2,10,3,16.5,1,0,0
2018-02-25,16:15:00,La Liga,Matchweek 25,Sun,Athletic Club,Málaga,2,0.6,8,5,15.9,1,0,0,1,1.2,7,3,14.8,0,0,1
2018-02-25,12:00:00,La Liga,Matchweek 25,Sun,Villarreal,Getafe,1,0.8,9,4,20.0,2,0,0,0,2.1,6,1,21.8,0,0,2
2018-02-25,20:45:00,La Liga,Matchweek 25,Sun,Sevilla,Atlético Madrid,2,1.5,13,5,17.2,0,0,0,5,3.0,13,7,17.6,0,1,1
2018-02-26,21:00:00,La Liga,Matchweek 25,Mon,Levante,Betis,0,0.8,11,2,18.5,1,0,0,2,1.4,15,5,19.7,1,0,0
2018-02-27,21:30:00,La Liga,Matchweek 26,Tue,Girona,Celta Vigo,1,1.0,9,2,13.8,0,0,0,0,0.6,10,2,18.5,0,0,0
2018-02-27,20:00:00,La Liga,Matchweek 26,Tue,Espanyol,Real Madrid,1,1.1,16,8,20.5,0,0,0,0,0.9,12,5,16.4,1,0,0
2018-02-28,19:30:00,La Liga,Matchweek 26,Wed,Athletic Club,Valencia,1,1.2,9,3,20.0,1,0,1,1,0.2,6,4,25.2,1,0,0
2018-02-28,21:30:00,La Liga,Matchweek 26,Wed,Eibar,Villarreal,1,1.4,15,3,17.2,1,0,0,0,1.1,13,5,21.1,2,0,0
2018-02-28,19:30:00,La Liga,Matchweek 26,Wed,Málaga,Sevilla,0,0.9,9,0,13.5,1,0,0,1,0.5,5,4,15.0,0,0,0
2018-02-28,21:30:00,La Liga,Matchweek 26,Wed,Atlético Madrid,Leganés,4,2.2,15,9,17.2,3,0,0,0,1.0,9,2,16.0,0,0,0
2018-02-28,19:30:00,La Liga,Matchweek 26,Wed,Getafe,La Coruña,3,1.5,13,5,18.9,0,0,0,0,0.4,9,1,20.9,0,0,0
2018-03-01,20:00:00,La Liga,Matchweek 26,Thu,Las Palmas,Barcelona,1,1.2,11,0,20.5,3,1,1,1,1.0,10,4,16.3,3,0,0
2018-03-01,19:30:00,La Liga,Matchweek 26,Thu,Betis,Real Sociedad,0,0.7,9,5,17.2,0,0,0,0,1.2,16,5,19.4,0,0,0
2018-03-01,21:30:00,La Liga,Matchweek 26,Thu,Alavés,Levante,1,2.5,14,5,16.6,0,0,1,0,0.4,6,2,28.5,1,0,0
2018-03-03,13:00:00,La Liga,Matchweek 27,Sat,Villarreal,Girona,0,0.6,13,4,16.6,1,0,0,2,0.4,4,2,15.9,0,0,0
2018-03-03,20:45:00,La Liga,Matchweek 27,Sat,Real Madrid,Getafe,3,1.5,13,6,16.6,0,0,0,1,0.9,3,3,28.4,0,1,1
2018-03-03,18:30:00,La Liga,Matchweek 27,Sat,La Coruña,Eibar,1,1.8,8,3,13.5,0,0,0,1,0.9,16,3,21.4,1,0,0
2018-03-03,16:15:00,La Liga,Matchweek 27,Sat,Sevilla,Athletic Club,2,1.9,18,9,17.0,0,0,0,0,0.6,10,3,16.9,0,0,0
2018-03-03,18:30:00,La Liga,Matchweek 27,Sat,Leganés,Málaga,2,0.6,12,5,22.0,1,0,0,0,0.4,4,1,10.1,0,0,0
2018-03-04,20:45:00,La Liga,Matchweek 27,Sun,Valencia,Betis,2,1.5,12,6,14.6,0,0,0,0,0.5,9,4,21.5,2,0,0
2018-03-04,16:15:00,La Liga,Matchweek 27,Sun,Barcelona,Atlético Madrid,1,1.2,15,5,17.2,2,0,0,0,0.2,5,1,23.3,0,0,0
2018-03-04,12:00:00,La Liga,Matchweek 27,Sun,Levante,Espanyol,1,1.4,14,3,19.1,1,1,1,1,1.1,14,3,16.0,0,0,0
2018-03-04,18:30:00,La Liga,Matchweek 27,Sun,Real Sociedad,Alavés,2,2.0,14,5,13.6,0,0,0,1,0.3,4,1,12.2,0,0,0
2018-03-05,21:00:00,La Liga,Matchweek 27,Mon,Celta Vigo,Las Palmas,2,1.4,15,6,15.4,1,0,0,1,0.4,10,3,21.8,1,0,0
2018-03-09,21:00:00,La Liga,Matchweek 28,Fri,Girona,La Coruña,2,0.7,10,6,17.9,0,0,0,0,0.6,8,4,16.4,0,0,0
2018-03-10,20:45:00,La Liga,Matchweek 28,Sat,Málaga,Barcelona,0,0.6,6,2,16.0,0,0,0,2,2.3,22,9,16.1,2,0,0
2018-03-10,13:00:00,La Liga,Matchweek 28,Sat,Eibar,Real Madrid,1,1.1,13,3,15.3,0,0,0,2,2.0,13,6,12.4,0,0,0
2018-03-10,18:30:00,La Liga,Matchweek 28,Sat,Getafe,Levante,0,2.2,13,3,13.9,0,0,0,1,1.2,12,3,18.2,0,0,0
2018-03-10,16:15:00,La Liga,Matchweek 28,Sat,Sevilla,Valencia,0,2.0,21,5,17.4,0,0,0,2,1.4,10,4,20.4,0,0,0
2018-03-11,17:30:00,La Liga,Matchweek 28,Sun,Las Palmas,Villarreal,0,0.8,10,3,17.1,0,0,0,2,2.0,9,3,17.9,0,1,1
2018-03-11,12:00:00,La Liga,Matchweek 28,Sun,Espanyol,Real Sociedad,2,2.3,17,5,17.7,0,0,1,1,0.8,11,5,17.2,0,0,0
2018-03-11,16:15:00,La Liga,Matchweek 28,Sun,Atlético Madrid,Celta Vigo,3,0.9,8,4,11.8,1,0,0,0,0.9,10,2,17.8,0,0,0
2018-03-11,20:45:00,La Liga,Matchweek 28,Sun,Athletic Club,Leganés,2,0.6,14,5,19.1,1,0,0,0,0.9,11,1,14.2,0,0,0
2018-03-12,21:00:00,La Liga,Matchweek 28,Mon,Alavés,Betis,1,1.1,11,1,12.2,1,0,0,3,1.0,9,4,12.3,0,0,0
2018-03-16,21:00:00,La Liga,Matchweek 29,Fri,Levante,Eibar,2,1.5,8,3,11.4,0,0,0,1,1.6,14,4,15.2,0,0,0
2018-03-17,20:45:00,La Liga,Matchweek 29,Sat,Betis,Espanyol,3,0.6,11,4,15.2,0,0,0,0,0.2,4,1,21.9,1,0,0
2018-03-17,18:30:00,La Liga,Matchweek 29,Sat,Real Sociedad,Getafe,1,0.6,10,2,17.8,2,0,0,2,1.3,9,5,16.1,0,0,0
2018-03-17,13:00:00,La Liga,Matchweek 29,Sat,La Coruña,Las Palmas,1,1.3,14,5,15.9,1,0,0,1,0.3,9,2,24.1,0,0,0
2018-03-17,16:15:00,La Liga,Matchweek 29,Sat,Valencia,Alavés,3,2.7,23,10,17.4,1,0,0,1,1.2,17,5,21.0,1,0,0
2018-03-18,12:00:00,La Liga,Matchweek 29,Sun,Leganés,Sevilla,2,0.6,12,5,18.1,0,0,0,1,0.5,10,4,19.1,1,0,0
2018-03-18,16:15:00,La Liga,Matchweek 29,Sun,Barcelona,Athletic Club,2,1.8,17,9,18.3,2,0,0,0,0.8,10,3,16.5,0,0,0
2018-03-18,18:30:00,La Liga,Matchweek 29,Sun,Villarreal,Atlético Madrid,2,1.1,18,5,18.3,1,0,0,1,1.3,7,1,21.6,0,1,1
2018-03-18,18:30:00,La Liga,Matchweek 29,Sun,Celta Vigo,Málaga,0,1.8,10,3,11.2,0,0,0,0,0.5,6,1,15.6,0,0,0
2018-03-18,20:45:00,La Liga,Matchweek 29,Sun,Real Madrid,Girona,6,3.4,20,13,15.4,3,0,0,3,1.7,11,6,12.1,1,0,0
2018-03-31,16:15:00,La Liga,Matchweek 30,Sat,Athletic Club,Celta Vigo,1,1.7,12,2,12.8,0,0,0,1,0.6,13,3,19.2,1,0,0
2018-03-31,20:45:00,La Liga,Matchweek 30,Sat,Sevilla,Barcelona,2,3.0,21,4,14.9,0,0,0,2,2.1,21,8,16.9,2,0,0
2018-03-31,17:30:00,La Liga,Matchweek 30,Sat,Las Palmas,Real Madrid,0,1.6,19,3,19.7,1,0,0,3,4.0,13,4,17.7,1,2,2
2018-03-31,13:00:00,La Liga,Matchweek 30,Sat,Girona,Levante,1,1.0,13,6,18.3,1,0,0,1,1.6,15,6,17.6,0,0,0
2018-04-01,20:45:00,La Liga,Matchweek 30,Sun,Atlético Madrid,La Coruña,1,1.4,13,3,20.9,0,1,1,0,1.1,8,2,9.3,0,0,0
2018-04-01,18:30:00,La Liga,Matchweek 30,Sun,Málaga,Villarreal,1,1.7,13,2,14.0,0,1,1,0,0.4,10,1,18.1,0,0,0
2018-04-01,12:00:00,La Liga,Matchweek 30,Sun,Espanyol,Alavés,0,0.9,12,4,17.2,0,0,0,0,0.8,14,4,19.8,2,0,0
2018-04-01,16:15:00,La Liga,Matchweek 30,Sun,Leganés,Valencia,0,0.6,7,1,19.6,1,0,0,1,0.2,3,1,19.8,0,0,0
2018-04-01,18:30:00,La Liga,Matchweek 30,Sun,Eibar,Real Sociedad,0,0.7,14,3,15.5,0,0,0,0,0.5,7,0,18.7,0,0,0
2018-04-02,21:00:00,La Liga,Matchweek 30,Mon,Getafe,Betis,0,1.6,7,2,11.9,1,0,1,1,0.3,6,4,21.8,0,0,0
2018-04-06,21:00:00,La Liga,Matchweek 31,Fri,La Coruña,Málaga,3,1.9,13,5,17.2,0,1,1,2,0.6,11,3,18.4,0,0,0
2018-04-07,13:00:00,La Liga,Matchweek 31,Sat,Alavés,Getafe,2,1.0,11,2,18.7,0,0,0,0,1.0,5,1,22.9,0,0,1
2018-04-07,20:45:00,La Liga,Matchweek 31,Sat,Barcelona,Leganés,3,2.4,13,7,15.7,2,0,0,1,0.6,12,1,15.6,0,0,0
2018-04-07,18:30:00,La Liga,Matchweek 31,Sat,Betis,Eibar,2,1.6,13,4,14.8,0,0,0,0,0.5,6,2,16.3,0,0,0
2018-04-07,16:15:00,La Liga,Matchweek 31,Sat,Celta Vigo,Sevilla,4,2.0,12,7,13.2,0,0,0,0,1.4,15,6,18.3,1,0,0
2018-04-08,16:15:00,La Liga,Matchweek 31,Sun,Real Madrid,Atlético Madrid,1,2.0,28,7,16.1,1,0,0,1,1.2,8,4,15.7,0,0,0
2018-04-08,18:30:00,La Liga,Matchweek 31,Sun,Real Sociedad,Girona,5,2.4,13,6,14.5,0,0,0,0,0.6,9,0,21.3,1,0,0
2018-04-08,12:00:00,La Liga,Matchweek 31,Sun,Levante,Las Palmas,2,1.6,11,5,14.8,0,0,0,1,1.2,18,5,19.4,1,0,0
2018-04-08,20:45:00,La Liga,Matchweek 31,Sun,Valencia,Espanyol,1,1.1,14,7,20.2,0,0,0,0,1.1,20,7,18.6,3,0,0
2018-04-09,21:00:00,La Liga,Matchweek 31,Mon,Villarreal,Athletic Club,1,0.6,9,2,16.5,0,0,0,3,2.6,18,13,12.9,0,0,0
2018-04-13,21:00:00,La Liga,Matchweek 32,Fri,Girona,Betis,0,0.9,10,4,13.9,1,0,0,1,1.3,10,2,19.5,1,0,0
2018-04-14,13:00:00,La Liga,Matchweek 32,Sat,Sevilla,Villarreal,2,2.0,18,3,18.4,0,0,1,2,0.8,11,4,15.2,0,0,0
2018-04-14,17:30:00,La Liga,Matchweek 32,Sat,Las Palmas,Real Sociedad,0,0.9,8,0,17.1,0,0,0,1,2.7,21,11,14.8,0,0,0
2018-04-14,20:45:00,La Liga,Matchweek 32,Sat,Athletic Club,La Coruña,2,1.1,12,4,12.9,0,0,0,3,1.5,7,3,9.4,0,0,0
2018-04-14,18:30:00,La Liga,Matchweek 32,Sat,Leganés,Celta Vigo,1,2.6,17,7,15.1,0,0,0,0,0.5,6,2,12.9,0,0,0
2018-04-14,16:15:00,La Liga,Matchweek 32,Sat,Barcelona,Valencia,2,1.7,12,7,13.3,0,0,0,1,2.5,16,5,19.9,1,1,1
2018-04-15,16:15:00,La Liga,Matchweek 32,Sun,Atlético Madrid,Levante,3,1.3,15,5,14.5,1,0,0,0,0.7,12,3,19.2,0,0,0
2018-04-15,20:45:00,La Liga,Matchweek 32,Sun,Málaga,Real Madrid,1,1.1,12,4,17.6,2,0,0,2,2.3,15,6,15.4,1,0,0
2018-04-15,18:30:00,La Liga,Matchweek 32,Sun,Getafe,Espanyol,1,0.5,13,4,20.4,0,0,0,0,0.7,7,1,16.8,0,0,0
2018-04-15,12:00:00,La Liga,Matchweek 32,Sun,Eibar,Alavés,0,1.3,20,4,18.5,2,0,0,1,0.1,2,1,23.8,1,0,0
2018-04-17,21:00:00,La Liga,Matchweek 33,Tue,Celta Vigo,Barcelona,2,3.1,18,7,17.8,1,0,0,2,1.7,14,6,14.7,0,0,0
2018-04-17,19:30:00,La Liga,Matchweek 33,Tue,La Coruña,Sevilla,0,2.2,22,6,16.7,0,0,0,0,1.7,23,6,18.2,0,0,0
2018-04-17,21:30:00,La Liga,Matchweek 33,Tue,Villarreal,Leganés,2,1.3,19,7,19.8,1,0,0,1,0.3,7,1,22.0,1,0,0
2018-04-18,19:30:00,La Liga,Matchweek 33,Wed,Valencia,Getafe,1,1.1,10,2,14.4,0,0,0,2,0.7,9,3,29.4,0,0,0
2018-04-18,19:30:00,La Liga,Matchweek 33,Wed,Espanyol,Eibar,0,1.0,9,4,16.7,1,0,0,1,0.3,5,1,16.9,0,0,0
2018-04-18,21:30:00,La Liga,Matchweek 33,Wed,Real Madrid,Athletic Club,1,2.0,31,10,16.8,1,0,0,1,0.8,6,2,12.2,0,0,0
2018-04-19,19:30:00,La Liga,Matchweek 33,Thu,Real Sociedad,Atlético Madrid,3,1.2,13,5,23.5,0,0,0,0,0.6,9,2,14.6,0,0,0
2018-04-19,19:30:00,La Liga,Matchweek 33,Thu,Alavés,Girona,1,1.2,12,6,14.0,0,0,0,2,1.7,13,4,23.5,1,1,1
2018-04-19,21:30:00,La Liga,Matchweek 33,Thu,Levante,Málaga,1,1.0,9,2,19.8,0,0,0,0,0.5,9,2,17.5,0,0,0
2018-04-19,21:30:00,La Liga,Matchweek 33,Thu,Betis,Las Palmas,1,2.0,16,8,18.7,0,0,0,0,0.1,2,0,29.6,0,0,0
2018-04-20,21:00:00,La Liga,Matchweek 34,Fri,Leganés,La Coruña,0,0.5,13,0,20.0,1,0,0,0,0.7,10,4,16.4,0,0,0
