_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away,homegoal,awaygoal
28,Sun,2021-03-21,18:30:00,Atlético Madrid,1–0,Alavés,,Estadio Wanda Metropolitano,Juan Martínez,0.6,1.2,1,0
29,Fri,2021-04-02,21:00:00,Levante,0–2,Huesca,,Estadio Ciudad de Valencia,Jorge Figueroa,0.5,0.8,0,2
29,Sat,2021-04-03,18:30:00,Osasuna,0–0,Getafe,,Estadio El Sadar,Pablo González,0.4,0.5,0,0
29,Sat,2021-04-03,16:15:00,Real Madrid,2–0,Eibar,,Estadio Alfredo Di Stéfano,Isidro Díaz de Mera,2.4,0.4,2,0
29,Sat,2021-04-03,14:00:00,Granada,0–3,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra,1.8,2.8,0,3
29,Sun,2021-04-04,16:15:00,Elche,1–1,Betis,,Estadio Manuel Martínez Valero,Adrián Cordero,0.8,1.8,1,1
29,Sun,2021-04-04,21:00:00,Sevilla,1–0,Atlético Madrid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,1.7,0.9,1,0
29,Sun,2021-04-04,18:30:00,Cádiz,2–1,Valencia,,Estadio Nuevo Mirandilla,David Medié,0.4,1.0,2,1
29,Sun,2021-04-04,14:00:00,Alavés,1–3,Celta Vigo,,Estadio de Mendizorroza,Antonio Matéu Lahoz,1.8,2.1,1,3
29,Mon,2021-04-05,21:00:00,Barcelona,1–0,Valladolid,,Camp Nou,Santiago Jaime,1.9,0.3,1,0
29,Wed,2021-04-07,21:00:00,Real Sociedad,1–1,Athletic Club,,Estadio Municipal de Anoeta,José Sánchez,1.0,0.8,1,1
30,Fri,2021-04-09,21:00:00,Huesca,3–1,Elche,,Estadio El Alcoraz,Alberola Rojas,1.2,0.6,3,1
30,Sat,2021-04-10,18:30:00,Eibar,0–1,Levante,,Estadio Municipal de Ipurúa,Javier Estrada,0.4,0.4,0,1
30,Sat,2021-04-10,21:00:00,Real Madrid,2–1,Barcelona,,Estadio Alfredo Di Stéfano,Jesús Gil,1.6,1.6,2,1
30,Sat,2021-04-10,14:00:00,Getafe,0–1,Cádiz,,Coliseum Alfonso Pérez,Ricardo de Burgos,2.5,0.5,0,1
30,Sat,2021-04-10,16:15:00,Athletic Club,0–0,Alavés,,San Mamés,Mario Melero,1.9,0.5,0,0
30,Sun,2021-04-11,14:00:00,Villarreal,1–2,Osasuna,,Estadio de la Cerámica,José Luis Munuera,1.9,1.2,1,2
30,Sun,2021-04-11,16:15:00,Valencia,2–2,Real Sociedad,,Estadio de Mestalla,Valentín Pizarro,2.1,1.1,2,2
30,Sun,2021-04-11,18:30:00,Valladolid,1–2,Granada,,Estadio Municipal José Zorrilla,Carlos del Cerro,1.1,1.1,1,2
30,Sun,2021-04-11,21:00:00,Betis,1–1,Atlético Madrid,,Estadio Benito Villamarín,Guillermo Cuadra,0.7,1.4,1,1
30,Mon,2021-04-12,21:00:00,Celta Vigo,3–4,Sevilla,,Estadio de Balaídos,Alejandro Hernández,2.1,1.4,3,4
33,Sun,2021-04-18,14:00:00,Osasuna,2–0,Elche,,Estadio El Sadar,Jorge Figueroa,0.8,0.7,2,0
33,Sun,2021-04-18,21:00:00,Levante,1–5,Villarreal,,Estadio Ciudad de Valencia,Ricardo de Burgos,1.4,2.1,1,5
33,Sun,2021-04-18,21:00:00,Getafe,0–0,Real Madrid,,Coliseum Alfonso Pérez,José Sánchez,1.5,0.6,0,0
33,Sun,2021-04-18,18:30:00,Betis,2–2,Valencia,,Estadio Benito Villamarín,Alberola Rojas,0.7,1.5,2,2
33,Sun,2021-04-18,18:30:00,Cádiz,0–0,Celta Vigo,,Estadio Nuevo Mirandilla,Pablo González,0.5,0.5,0,0
33,Sun,2021-04-18,16:15:00,Alavés,1–0,Huesca,,Estadio de Mendizorroza,Alejandro Hernández,0.5,0.5,1,0
33,Sun,2021-04-18,16:15:00,Atlético Madrid,5–0,Eibar,,Estadio Wanda Metropolitano,César Soto,2.3,0.0,5,0
33,Sun,2021-04-18,14:00:00,Real Sociedad,1–2,Sevilla,,Estadio Municipal de Anoeta,Santiago Jaime,0.3,3.1,1,2
31,Wed,2021-04-21,21:00:00,Alavés,2–1,Villarreal,,Estadio de Mendizorroza,Adrián Cordero,1.6,1.8,2,1
31,Wed,2021-04-21,19:00:00,Osasuna,3–1,Valencia,,Estadio El Sadar,Mario Melero,3.6,0.9,3,1
31,Wed,2021-04-21,19:00:00,Levante,0–1,Sevilla,,Estadio Ciudad de Valencia,Valentín Pizarro,0.3,1.6,0,1
31,Wed,2021-04-21,20:00:00,Betis,0–0,Athletic Club,,Estadio Benito Villamarín,David Medié,0.2,1.0,0,0
31,Wed,2021-04-21,21:00:00,Elche,1–1,Valladolid,,Estadio Manuel Martínez Valero,José Sánchez,1.2,1.0,1,1
31,Wed,2021-04-21,22:00:00,Cádiz,0–3,Real Madrid,,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz,0.9,3.1,0,3
31,Thu,2021-04-22,19:00:00,Atlético Madrid,2–0,Huesca,,Estadio Wanda Metropolitano,José Luis Munuera,2.0,0.8,2,0
31,Thu,2021-04-22,21:00:00,Granada,4–1,Eibar,,Estadio Nuevo Los Cármenes,Santiago Jaime,1.7,1.8,4,1
31,Thu,2021-04-22,21:00:00,Real Sociedad,2–1,Celta Vigo,,Estadio Municipal de Anoeta,Jesús Gil,2.1,0.6,2,1
31,Thu,2021-04-22,22:00:00,Barcelona,5–2,Getafe,,Camp Nou,Jorge Figueroa,1.8,1.3,5,2
32,Sat,2021-04-24,14:00:00,Elche,1–0,Levante,,Estadio Manuel Martínez Valero,David Medié,0.6,0.4,1,0
32,Sat,2021-04-24,16:15:00,Valladolid,1–1,Cádiz,,Estadio Municipal José Zorrilla,Alberola Rojas,1.8,1.0,1,1
32,Sat,2021-04-24,18:30:00,Valencia,1–1,Alavés,,Estadio de Mestalla,Guillermo Cuadra,1.0,1.2,1,1
32,Sat,2021-04-24,21:00:00,Real Madrid,0–0,Betis,,Estadio Alfredo Di Stéfano,Javier Estrada,1.2,0.6,0,0
32,Sun,2021-04-25,18:30:00,Sevilla,2–1,Granada,,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,1.4,1.0,2,1
32,Sun,2021-04-25,14:00:00,Huesca,0–2,Getafe,,Estadio El Alcoraz,Juan Martínez,0.8,1.2,0,2
32,Sun,2021-04-25,16:15:00,Villarreal,1–2,Barcelona,,Estadio de la Cerámica,Carlos del Cerro,1.1,3.3,1,2
32,Sun,2021-04-25,18:30:00,Celta Vigo,2–1,Osasuna,,Estadio de Balaídos,César Soto,0.9,1.7,2,1
32,Sun,2021-04-25,21:00:00,Athletic Club,2–1,Atlético Madrid,,San Mamés,Pablo González,1.2,0.9,2,1
32,Mon,2021-04-26,21:00:00,Eibar,0–1,Real Sociedad,,Estadio Municipal de Ipurúa,Jorge Figueroa,1.1,0.9,0,1
33,Wed,2021-04-28,19:00:00,Athletic Club,2–2,Valladolid,,San Mamés,Adrián Cordero,2.0,0.8,2,2
33,Thu,2021-04-29,19:00:00,Barcelona,1–2,Granada,,Camp Nou,Pablo González,1.3,0.5,1,2
34,Fri,2021-04-30,21:00:00,Celta Vigo,2–0,Levante,,Estadio de Balaídos,Santiago Jaime,2.4,1.2,2,0
34,Sat,2021-05-01,14:00:00,Eibar,3–0,Alavés,,Estadio Municipal de Ipurúa,José Luis Munuera,1.2,0.2,3,0
34,Sat,2021-05-01,21:00:00,Real Madrid,2–0,Osasuna,,Estadio Alfredo Di Stéfano,Guillermo Cuadra,1.9,0.1,2,0
34,Sat,2021-05-01,18:30:00,Huesca,1–0,Real Sociedad,,Estadio El Alcoraz,Antonio Matéu Lahoz,0.5,0.3,1,0
34,Sat,2021-05-01,16:15:00,Elche,0–1,Atlético Madrid,,Estadio Manuel Martínez Valero,Mario Melero,1.0,0.9,0,1
34,Sun,2021-05-02,21:00:00,Valencia,2–3,Barcelona,,Estadio de Mestalla,José Sánchez,1.2,2.6,2,3
34,Sun,2021-05-02,18:30:00,Granada,0–1,Cádiz,,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera,0.9,1.4,0,1
34,Sun,2021-05-02,16:15:00,Villarreal,1–0,Getafe,,Estadio de la Cerámica,Javier Estrada,0.2,0.6,1,0
34,Sun,2021-05-02,14:00:00,Valladolid,1–1,Betis,,Estadio Municipal José Zorrilla,Valentín Pizarro,0.6,1.5,1,1
34,Mon,2021-05-03,21:00:00,Sevilla,0–1,Athletic Club,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,1.5,0.8,0,1
35,Fri,2021-05-07,21:00:00,Real Sociedad,2–0,Elche,,Estadio Municipal de Anoeta,Adrián Cordero,2.4,0.1,2,0
35,Sat,2021-05-08,21:00:00,Athletic Club,2–2,Osasuna,,San Mamés,Valentín Pizarro,1.5,0.9,2,2
35,Sat,2021-05-08,14:00:00,Alavés,2–2,Levante,,Estadio de Mendizorroza,Carlos del Cerro,1.6,0.9,2,2
35,Sat,2021-05-08,16:15:00,Barcelona,0–0,Atlético Madrid,,Camp Nou,Antonio Matéu Lahoz,0.9,0.6,0,0
35,Sat,2021-05-08,18:30:00,Cádiz,2–1,Huesca,,Estadio Nuevo Mirandilla,Alejandro Hernández,1.1,0.8,2,1
35,Sun,2021-05-09,21:00:00,Real Madrid,2–2,Sevilla,,Estadio Alfredo Di Stéfano,Juan Martínez,1.0,1.2,2,2
35,Sun,2021-05-09,14:00:00,Getafe,0–1,Eibar,,Coliseum Alfonso Pérez,Alberola Rojas,0.6,1.1,0,1
35,Sun,2021-05-09,16:15:00,Valencia,3–0,Valladolid,,Estadio de Mestalla,Jesús Gil,1.7,1.1,3,0
35,Sun,2021-05-09,18:30:00,Villarreal,2–4,Celta Vigo,,Estadio de la Cerámica,David Medié,3.1,2.3,2,4
35,Mon,2021-05-10,21:00:00,Betis,2–1,Granada,,Estadio Benito Villamarín,César Soto,1.1,1.5,2,1
36,Tue,2021-05-11,20:00:00,Elche,0–2,Alavés,,Estadio Manuel Martínez Valero,Pablo González,0.6,1.8,0,2
36,Tue,2021-05-11,19:00:00,Osasuna,3–2,Cádiz,,Estadio El Sadar,Santiago Jaime,1.8,1.5,3,2
36,Tue,2021-05-11,22:00:00,Levante,3–3,Barcelona,,Estadio Ciudad de Valencia,José Luis Munuera,0.9,2.8,3,3
36,Wed,2021-05-12,20:00:00,Huesca,1–0,Athletic Club,,Estadio El Alcoraz,Jorge Figueroa,1.3,0.3,1,0
36,Wed,2021-05-12,19:00:00,Sevilla,1–0,Valencia,,Estadio Ramón Sánchez Pizjuán,Javier Estrada,1.3,0.5,1,0
36,Wed,2021-05-12,20:00:00,Celta Vigo,1–0,Getafe,,Estadio de Balaídos,Mario Melero,0.4,1.3,1,0
36,Wed,2021-05-12,22:00:00,Atlético Madrid,2–1,Real Sociedad,,Estadio Wanda Metropolitano,Guillermo Cuadra,1.7,1.6,2,1
36,Thu,2021-05-13,20:00:00,Eibar,1–1,Betis,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera,0.9,0.5,1,1
36,Thu,2021-05-13,19:00:00,Valladolid,0–2,Villarreal,,Estadio Municipal José Zorrilla,Ricardo de Burgos,1.0,0.7,0,2
36,Thu,2021-05-13,22:00:00,Granada,1–4,Real Madrid,,Estadio Nuevo Los Cármenes,Jesús Gil,2.0,1.9,1,4
37,Sun,2021-05-16,18:30:00,Athletic Club,0–1,Real Madrid,,San Mamés,Antonio Matéu Lahoz,0.4,1.3,0,1
37,Sun,2021-05-16,18:30:00,Cádiz,1–3,Elche,,Estadio Nuevo Mirandilla,César Soto,1.1,2.3,1,3
37,Sun,2021-05-16,18:30:00,Villarreal,4–0,Sevilla,4800,Estadio de la Cerámica,Guillermo Cuadra,1.5,1.7,4,0
37,Sun,2021-05-16,18:30:00,Real Sociedad,4–1,Valladolid,,Estadio Municipal de Anoeta,Carlos del Cerro,1.7,1.7,4,1
37,Sun,2021-05-16,18:30:00,Valencia,4–1,Eibar,2689,Estadio de Mestalla,Valentín Pizarro,1.2,2.2,4,1
37,Sun,2021-05-16,18:30:00,Betis,1–0,Huesca,,Estadio Benito Villamarín,Pablo González,1.4,0.4,1,0
37,Sun,2021-05-16,18:30:00,Getafe,2–1,Levante,,Coliseum Alfonso Pérez,Adrián Cordero,0.5,0.2,2,1
37,Sun,2021-05-16,18:30:00,Alavés,4–2,Granada,,Estadio de Mendizorroza,José Sánchez,2.9,0.6,4,2
37,Sun,2021-05-16,18:30:00,Barcelona,1–2,Celta Vigo,,Camp Nou,Ricardo de Burgos,1.8,0.8,1,2
37,Sun,2021-05-16,18:30:00,Atlético Madrid,2–1,Osasuna,,Estadio Wanda Metropolitano,Juan Martínez,3.2,0.3,2,1
38,Fri,2021-05-21,21:00:00,Levante,2–2,Cádiz,,Estadio Ciudad de Valencia,Javier Estrada,1.5,0.5,2,2
38,Sat,2021-05-22,18:00:00,Valladolid,1–2,Atlético Madrid,,Estadio Municipal José Zorrilla,José Sánchez,0.9,1.9,1,2
38,Sat,2021-05-22,18:00:00,Huesca,0–0,Valencia,,Estadio El Alcoraz,Guillermo Cuadra,1.0,0.4,0,0
38,Sat,2021-05-22,18:00:00,Eibar,0–1,Barcelona,,Estadio Municipal de Ipurúa,Santiago Jaime,1.2,0.3,0,1
38,Sat,2021-05-22,18:00:00,Osasuna,0–1,Real Sociedad,,Estadio El Sadar,Jorge Figueroa,0.4,2.3,0,1
38,Sat,2021-05-22,18:00:00,Celta Vigo,2–3,Betis,1738,Estadio de Balaídos,Jesús Gil,1.3,2.0,2,3
38,Sat,2021-05-22,18:00:00,Elche,2–0,Athletic Club,3518,Estadio Manuel Martínez Valero,Carlos del Cerro,1.2,0.6,2,0
38,Sat,2021-05-22,18:00:00,Real Madrid,2–1,Villarreal,,Estadio Alfredo Di Stéfano,José Luis Munuera,0.9,0.7,2,1
38,Sun,2021-05-23,21:00:00,Sevilla,1–0,Alavés,,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera,0.6,1.2,1,0
38,Sun,2021-05-23,18:30:00,Granada,0–0,Getafe,,Estadio Nuevo Los Cármenes,David Medié,0.8,0.4,0,0
1,Fri,2021-08-13,21:00:00,Valencia,1–0,Getafe,9868,Estadio de Mestalla,Jesús Gil,1.3,1.2,1,0
1,Sat,2021-08-14,22:00:00,Alavés,1–4,Real Madrid,3968,Estadio de Mendizorroza,César Soto,1.7,1.8,1,4
1,Sat,2021-08-14,19:30:00,Cádiz,1–1,Levante,6941,Estadio Nuevo Mirandilla,Santiago Jaime,0.4,1.0,1,1
1,Sat,2021-08-14,19:30:00,Mallorca,1–1,Betis,6279,Iberostar Estadi,Antonio Matéu Lahoz,0.4,0.9,1,1
1,Sat,2021-08-14,22:00:00,Osasuna,0–0,Espanyol,6715,Estadio El Sadar,Miguel Ángel Ortiz Arias,0.8,0.7,0,0
1,Sun,2021-08-15,20:00:00,Barcelona,4–2,Real Sociedad,20384,Camp Nou,Alejandro Hernández,2.7,0.8,4,2
1,Sun,2021-08-15,17:30:00,Celta Vigo,1–2,Atlético Madrid,5401,Estadio de Balaídos,José Luis Munuera,2.0,1.4,1,2
1,Sun,2021-08-15,22:15:00,Sevilla,3–0,Rayo Vallecano,13962,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera,3.5,0.3,3,0
1,Mon,2021-08-16,22:00:00,Elche,0–0,Athletic Club,9145,Estadio Manuel Martínez Valero,Adrián Cordero,0.9,0.6,0,0
1,Mon,2021-08-16,20:00:00,Villarreal,0–0,Granada,7837,Estadio de la Cerámica,Pablo González,1.1,0.3,0,0
2,Fri,2021-08-20,21:00:00,Betis,1–1,Cádiz,23745,Estadio Benito Villamarín,Valentín Pizarro,1.5,1.4,1,1
2,Sat,2021-08-21,19:30:00,Espanyol,0–0,Villarreal,11095,RCDE Stadium,Jorge Figueroa,1.8,0.5,0,0
2,Sat,2021-08-21,17:00:00,Alavés,0–1,Mallorca,2896,Estadio de Mendizorroza,Alejandro Muñíz,0.5,0.8,0,1
2,Sat,2021-08-21,19:30:00,Granada,1–1,Valencia,6267,Estadio Nuevo Los Cármenes,Carlos del Cerro,0.8,1.9,1,1
2,Sat,2021-08-21,22:00:00,Athletic Club,1–1,Barcelona,9394,San Mamés,Juan Martínez,1.6,1.0,1,1
2,Sun,2021-08-22,19:30:00,Atlético Madrid,1–0,Elche,24926,Estadio Wanda Metropolitano,Ricardo de Burgos,1.3,0.2,1,0
2,Sun,2021-08-22,17:00:00,Real Sociedad,1–0,Rayo Vallecano,7652,Estadio Municipal de Anoeta,Santiago Jaime,2.0,0.5,1,0
2,Sun,2021-08-22,22:00:00,Levante,3–3,Real Madrid,9838,Estadio Ciudad de Valencia,Guillermo Cuadra,1.9,1.2,3,3
2,Mon,2021-08-23,20:00:00,Getafe,0–1,Sevilla,4810,Coliseum Alfonso Pérez,José Sánchez,0.5,0.7,0,1
2,Mon,2021-08-23,22:00:00,Osasuna,0–0,Celta Vigo,7189,Estadio El Sadar,Alberola Rojas,2.1,0.2,0,0
3,Fri,2021-08-27,20:00:00,Mallorca,1–0,Espanyol,7529,Iberostar Estadi,Isidro Díaz de Mera,0.8,0.4,1,0
3,Fri,2021-08-27,22:15:00,Valencia,3–0,Alavés,10627,Estadio de Mestalla,Miguel Ángel Ortiz Arias,1.5,0.4,3,0
3,Sat,2021-08-28,19:30:00,Elche,1–1,Sevilla,10385,Estadio Manuel Martínez Valero,Valentín Pizarro,0.8,1.6,1,1
3,Sat,2021-08-28,17:00:00,Celta Vigo,0–1,Athletic Club,5492,Estadio de Balaídos,Antonio Matéu Lahoz,1.0,1.2,0,1
3,Sat,2021-08-28,19:30:00,Real Sociedad,1–0,Levante,7758,Estadio Municipal de Anoeta,José Luis Munuera,0.9,0.2,1,0
3,Sat,2021-08-28,22:00:00,Betis,0–1,Real Madrid,22590,Estadio Benito Villamarín,Alejandro Hernández,0.8,1.1,0,1
3,Sun,2021-08-29,22:00:00,Atlético Madrid,2–2,Villarreal,26840,Estadio Wanda Metropolitano,César Soto,1.8,0.6,2,2
3,Sun,2021-08-29,17:00:00,Barcelona,2–1,Getafe,26543,Camp Nou,Pablo González,1.5,0.4,2,1
3,Sun,2021-08-29,19:30:00,Rayo Vallecano,4–0,Granada,583,Estadio del Rayo Vallecano,Jesús Gil,2.2,0.6,4,0
3,Sun,2021-08-29,19:30:00,Cádiz,2–3,Osasuna,7452,Estadio Nuevo Mirandilla,Adrián Cordero,1.6,2.4,2,3
4,Sat,2021-09-11,18:30:00,Levante,1–1,Rayo Vallecano,12974,Estadio Ciudad de Valencia,Alberola Rojas,1.0,2.6,1,1
4,Sat,2021-09-11,21:00:00,Athletic Club,2–0,Mallorca,14566,San Mamés,Jorge Figueroa,1.8,0.2,2,0
4,Sun,2021-09-12,21:00:00,Real Madrid,5–2,Celta Vigo,19874,Estadio Santiago Bernabéu,José Sánchez,3.4,1.8,5,2
4,Sun,2021-09-12,14:00:00,Espanyol,1–2,Atlético Madrid,15321,RCDE Stadium,Juan Martínez,0.5,1.0,1,2
4,Sun,2021-09-12,16:15:00,Osasuna,1–4,Valencia,13940,Estadio El Sadar,Ricardo de Burgos,0.7,0.9,1,4
4,Sun,2021-09-12,18:30:00,Cádiz,0–2,Real Sociedad,11826,Estadio Nuevo Mirandilla,Alejandro Muñíz,0.3,1.9,0,2
4,Mon,2021-09-13,22:00:00,Granada,1–2,Betis,10201,Estadio Nuevo Los Cármenes,Guillermo Cuadra,0.5,2.4,1,2
4,Mon,2021-09-13,20:00:00,Getafe,0–1,Elche,6853,Coliseum Alfonso Pérez,Mario Melero,0.4,0.9,0,1
5,Fri,2021-09-17,21:00:00,Celta Vigo,1–2,Cádiz,6754,Estadio de Balaídos,Isidro Díaz de Mera,1.1,1.1,1,2
5,Sat,2021-09-18,21:00:00,Alavés,0–2,Osasuna,8176,Estadio de Mendizorroza,Alejandro Hernández,0.4,1.1,0,2
5,Sat,2021-09-18,14:00:00,Rayo Vallecano,3–0,Getafe,3280,Estadio del Rayo Vallecano,Adrián Cordero,2.0,1.1,3,0
5,Sat,2021-09-18,16:15:00,Atlético Madrid,0–0,Athletic Club,38798,Estadio Wanda Metropolitano,Jesús Gil,1.0,0.9,0,0
5,Sat,2021-09-18,18:30:00,Elche,1–1,Levante,11507,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias,0.5,1.3,1,1
5,Sun,2021-09-19,21:00:00,Valencia,1–2,Real Madrid,26689,Estadio de Mestalla,Pablo González,0.8,1.1,1,2
5,Sun,2021-09-19,14:00:00,Mallorca,0–0,Villarreal,9168,Iberostar Estadi,Carlos del Cerro,0.4,1.3,0,0
5,Sun,2021-09-19,16:15:00,Real Sociedad,0–0,Sevilla,23757,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,1.3,0.8,0,0
5,Sun,2021-09-19,18:30:00,Betis,2–2,Espanyol,30189,Estadio Benito Villamarín,César Soto,2.1,1.2,2,2
5,Mon,2021-09-20,21:00:00,Barcelona,1–1,Granada,27097,Camp Nou,Santiago Jaime,1.1,0.6,1,1
6,Tue,2021-09-21,22:00:00,Levante,0–2,Celta Vigo,11989,Estadio Ciudad de Valencia,Jorge Figueroa,1.6,0.6,0,2
6,Tue,2021-09-21,19:30:00,Getafe,1–2,Atlético Madrid,8950,Coliseum Alfonso Pérez,Guillermo Cuadra,0.3,0.8,1,2
6,Tue,2021-09-21,22:00:00,Athletic Club,1–2,Rayo Vallecano,16236,San Mamés,José Luis Munuera,0.7,0.8,1,2
6,Wed,2021-09-22,22:00:00,Real Madrid,6–1,Mallorca,20113,Estadio Santiago Bernabéu,Alberola Rojas,2.9,1.1,6,1
6,Wed,2021-09-22,19:30:00,Espanyol,1–0,Alavés,14254,RCDE Stadium,Mario Melero,1.5,0.4,1,0
6,Wed,2021-09-22,19:30:00,Sevilla,3–1,Valencia,23654,Estadio Ramón Sánchez Pizjuán,José Sánchez,0.9,0.5,3,1
6,Wed,2021-09-22,22:00:00,Villarreal,4–1,Elche,8234,Estadio de la Cerámica,Alejandro Muñíz,2.8,1.3,4,1
6,Thu,2021-09-23,19:30:00,Granada,2–3,Real Sociedad,9552,Estadio Nuevo Los Cármenes,Valentín Pizarro,1.2,1.8,2,3
6,Thu,2021-09-23,19:30:00,Osasuna,1–3,Betis,13758,Estadio El Sadar,Juan Martínez,0.9,2.3,1,3
6,Thu,2021-09-23,22:00:00,Cádiz,0–0,Barcelona,12180,Estadio Nuevo Mirandilla,Carlos del Cerro,1.6,0.7,0,0
7,Sat,2021-09-25,14:00:00,Alavés,1–0,Atlético Madrid,9836,Estadio de Mendizorroza,Antonio Matéu Lahoz,0.6,0.7,1,0
7,Sat,2021-09-25,16:15:00,Valencia,1–1,Athletic Club,13680,Estadio de Mestalla,Alejandro Hernández,0.8,0.9,1,1
7,Sat,2021-09-25,18:30:00,Sevilla,2–0,Espanyol,23956,Estadio Ramón Sánchez Pizjuán,Pablo González,1.6,0.7,2,0
7,Sat,2021-09-25,21:00:00,Real Madrid,0–0,Villarreal,23985,Estadio Santiago Bernabéu,Jesús Gil,1.4,0.8,0,0
7,Sun,2021-09-26,16:15:00,Barcelona,3–0,Levante,35334,Camp Nou,Isidro Díaz de Mera,3.5,1.2,3,0
7,Sun,2021-09-26,21:00:00,Betis,2–0,Getafe,29825,Estadio Benito Villamarín,Santiago Jaime,2.2,0.6,2,0
7,Sun,2021-09-26,18:30:00,Real Sociedad,1–0,Elche,23941,Estadio Municipal de Anoeta,Adrián Cordero,2.5,0.6,1,0
7,Sun,2021-09-26,18:30:00,Rayo Vallecano,3–1,Cádiz,5903,Estadio del Rayo Vallecano,Ricardo de Burgos,1.4,0.8,3,1
7,Sun,2021-09-26,14:00:00,Mallorca,2–3,Osasuna,9359,Iberostar Estadi,Miguel Ángel Ortiz Arias,2.3,0.8,2,3
7,Mon,2021-09-27,21:00:00,Celta Vigo,1–0,Granada,6375,Estadio de Balaídos,César Soto,1.5,0.6,1,0
8,Fri,2021-10-01,21:00:00,Athletic Club,1–0,Alavés,28665,San Mamés,Carlos del Cerro,2.6,0.8,1,0
8,Sat,2021-10-02,21:00:00,Atlético Madrid,2–0,Barcelona,60594,Estadio Wanda Metropolitano,César Soto,1.1,0.8,2,0
8,Sat,2021-10-02,14:00:00,Osasuna,1–0,Rayo Vallecano,19238,Estadio El Sadar,Mario Melero,0.6,0.2,1,0
8,Sat,2021-10-02,16:15:00,Mallorca,1–0,Levante,11803,Iberostar Estadi,Alejandro Muñíz,0.8,1.1,1,0
8,Sat,2021-10-02,18:30:00,Cádiz,0–0,Valencia,14794,Estadio Nuevo Mirandilla,Valentín Pizarro,0.2,1.4,0,0
8,Sun,2021-10-03,14:00:00,Elche,1–0,Celta Vigo,11299,Estadio Manuel Martínez Valero,José Luis Munuera,1.5,0.5,1,0
8,Sun,2021-10-03,21:00:00,Granada,1–0,Sevilla,12334,Estadio Nuevo Los Cármenes,Alberola Rojas,0.1,1.5,1,0
8,Sun,2021-10-03,18:30:00,Getafe,1–1,Real Sociedad,8463,Coliseum Alfonso Pérez,Jorge Figueroa,0.7,0.8,1,1
8,Sun,2021-10-03,18:30:00,Villarreal,2–0,Betis,16719,Estadio de la Cerámica,José Sánchez,2.9,0.5,2,0
8,Sun,2021-10-03,16:15:00,Espanyol,2–1,Real Madrid,23377,RCDE Stadium,Guillermo Cuadra,1.5,1.4,2,1
9,Sat,2021-10-16,18:30:00,Levante,0–0,Getafe,14551,Estadio Ciudad de Valencia,Mario Melero,0.9,0.7,0,0
9,Sat,2021-10-16,21:00:00,Real Sociedad,1–0,Mallorca,30831,Estadio Municipal de Anoeta,Pablo González,0.6,0.4,1,0
9,Sun,2021-10-17,14:00:00,Rayo Vallecano,2–1,Elche,6989,Estadio del Rayo Vallecano,Santiago Jaime,1.3,0.5,2,1
9,Sun,2021-10-17,21:00:00,Barcelona,3–1,Valencia,47317,Camp Nou,Jesús Gil,1.9,0.5,3,1
9,Sun,2021-10-17,18:30:00,Villarreal,1–2,Osasuna,14831,Estadio de la Cerámica,Adrián Cordero,0.5,0.9,1,2
9,Sun,2021-10-17,16:15:00,Celta Vigo,0–1,Sevilla,10774,Estadio de Balaídos,Ricardo de Burgos,1.0,0.9,0,1
9,Mon,2021-10-18,21:00:00,Espanyol,2–0,Cádiz,15678,RCDE Stadium,Antonio Matéu Lahoz,1.7,0.6,2,0
9,Mon,2021-10-18,19:00:00,Alavés,0–1,Betis,10227,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias,1.3,1.4,0,1
10,Fri,2021-10-22,21:00:00,Osasuna,1–1,Granada,21128,Estadio El Sadar,Alejandro Muñíz,1.0,0.6,1,1
10,Sat,2021-10-23,21:00:00,Athletic Club,2–1,Villarreal,38698,San Mamés,Guillermo Cuadra,2.6,0.6,2,1
10,Sat,2021-10-23,16:15:00,Cádiz,0–2,Alavés,13790,Estadio Nuevo Mirandilla,Alberola Rojas,1.6,1.6,0,2
10,Sat,2021-10-23,14:00:00,Valencia,2–2,Mallorca,29139,Estadio de Mestalla,Carlos del Cerro,1.4,0.5,2,2
10,Sat,2021-10-23,18:30:00,Elche,2–2,Espanyol,13449,Estadio Manuel Martínez Valero,Jorge Figueroa,1.2,1.1,2,2
10,Sun,2021-10-24,18:30:00,Betis,3–2,Rayo Vallecano,45362,Estadio Benito Villamarín,Ricardo de Burgos,1.5,1.2,3,2
10,Sun,2021-10-24,16:15:00,Barcelona,1–2,Real Madrid,86422,Camp Nou,José Sánchez,1.7,1.1,1,2
10,Sun,2021-10-24,14:00:00,Sevilla,5–3,Levante,30601,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,1.4,1.8,5,3
